scan	delta_mass_r2	repository
30464	294.22	GNPS/MassIVE
30465	294.22	GNPS/MassIVE
30466	294.22	GNPS/MassIVE
30467	294.22	GNPS/MassIVE
30468	294.22	GNPS/MassIVE
30469	294.22	GNPS/MassIVE
30470	294.22	GNPS/MassIVE
30471	294.22	GNPS/MassIVE
30472	294.22	GNPS/MassIVE
30473	294.22	GNPS/MassIVE
30474	294.22	GNPS/MassIVE
30475	294.22	GNPS/MassIVE
30476	294.22	GNPS/MassIVE
30477	294.22	GNPS/MassIVE
30478	294.22	GNPS/MassIVE
30479	294.22	GNPS/MassIVE
30480	294.22	GNPS/MassIVE
30481	294.22	GNPS/MassIVE
30482	294.22	GNPS/MassIVE
30483	294.22	GNPS/MassIVE
30484	294.22	GNPS/MassIVE
30485	294.22	GNPS/MassIVE
30486	294.22	GNPS/MassIVE
30487	294.22	GNPS/MassIVE
30488	294.22	GNPS/MassIVE
30489	294.22	GNPS/MassIVE
30490	294.22	GNPS/MassIVE
30491	294.22	GNPS/MassIVE
30492	294.22	GNPS/MassIVE
30493	294.22	GNPS/MassIVE
30494	294.22	GNPS/MassIVE
30495	294.22	GNPS/MassIVE
30496	294.22	Metabolomics Workbench
30497	294.22	GNPS/MassIVE
30498	294.22	GNPS/MassIVE
30499	294.22	GNPS/MassIVE
30500	294.22	GNPS/MassIVE
30501	294.22	GNPS/MassIVE
30502	294.22	GNPS/MassIVE
30503	294.22	GNPS/MassIVE
30504	294.22	GNPS/MassIVE
30505	294.22	GNPS/MassIVE
30506	294.22	GNPS/MassIVE
30507	294.22	GNPS/MassIVE
30508	294.22	GNPS/MassIVE
30509	294.22	GNPS/MassIVE
30510	294.22	GNPS/MassIVE
30511	294.22	GNPS/MassIVE
30512	294.22	GNPS/MassIVE
30513	294.22	GNPS/MassIVE
30514	294.22	GNPS/MassIVE
30515	294.22	Metabolomics Workbench
30516	294.22	GNPS/MassIVE
30517	294.22	GNPS/MassIVE
30518	294.22	GNPS/MassIVE
30519	294.22	GNPS/MassIVE
30520	294.22	GNPS/MassIVE
30521	294.22	GNPS/MassIVE
30522	294.22	GNPS/MassIVE
30523	294.22	GNPS/MassIVE
30524	294.22	GNPS/MassIVE
30525	294.22	GNPS/MassIVE
30526	294.22	GNPS/MassIVE
30527	294.22	GNPS/MassIVE
30528	294.22	GNPS/MassIVE
30529	294.22	GNPS/MassIVE
30530	294.22	GNPS/MassIVE
30531	294.22	GNPS/MassIVE
30532	294.22	GNPS/MassIVE
30533	294.22	GNPS/MassIVE
30534	294.22	GNPS/MassIVE
30535	294.22	GNPS/MassIVE
30536	294.22	GNPS/MassIVE
30537	294.22	GNPS/MassIVE
30538	294.22	GNPS/MassIVE
30539	294.22	GNPS/MassIVE
30540	294.22	GNPS/MassIVE
30541	294.22	GNPS/MassIVE
30542	294.22	GNPS/MassIVE
30543	294.22	GNPS/MassIVE
30544	294.22	GNPS/MassIVE
30545	294.22	GNPS/MassIVE
30546	294.22	GNPS/MassIVE
30547	294.22	GNPS/MassIVE
30548	294.22	GNPS/MassIVE
30549	294.22	GNPS/MassIVE
30550	294.22	GNPS/MassIVE
30551	294.22	GNPS/MassIVE
30552	294.22	GNPS/MassIVE
30553	294.22	GNPS/MassIVE
30554	294.22	GNPS/MassIVE
30555	294.22	GNPS/MassIVE
30556	294.22	GNPS/MassIVE
30557	294.22	GNPS/MassIVE
30558	294.22	GNPS/MassIVE
30559	294.22	GNPS/MassIVE
30560	294.22	GNPS/MassIVE
30561	294.22	GNPS/MassIVE
30562	294.22	GNPS/MassIVE
30563	294.22	GNPS/MassIVE
30564	294.22	GNPS/MassIVE
30565	294.22	GNPS/MassIVE
30566	294.22	GNPS/MassIVE
30567	294.22	GNPS/MassIVE
30568	294.22	GNPS/MassIVE
30569	294.22	GNPS/MassIVE
30570	294.22	GNPS/MassIVE
30571	294.22	GNPS/MassIVE
30572	294.22	GNPS/MassIVE
30573	294.22	GNPS/MassIVE
30574	294.22	GNPS/MassIVE
30575	294.22	GNPS/MassIVE
30576	294.22	GNPS/MassIVE
30577	294.22	GNPS/MassIVE
30578	294.22	GNPS/MassIVE
30579	294.22	GNPS/MassIVE
30580	294.22	GNPS/MassIVE
30581	294.22	GNPS/MassIVE
30582	294.22	GNPS/MassIVE
30583	294.22	GNPS/MassIVE
30584	294.22	GNPS/MassIVE
30585	294.22	GNPS/MassIVE
30586	294.22	GNPS/MassIVE
30587	294.22	GNPS/MassIVE
30588	294.22	GNPS/MassIVE
30589	294.22	GNPS/MassIVE
30590	294.22	GNPS/MassIVE
30591	294.22	GNPS/MassIVE
30592	294.22	GNPS/MassIVE
30593	294.22	GNPS/MassIVE
30594	294.22	GNPS/MassIVE
30595	294.22	GNPS/MassIVE
30596	294.22	GNPS/MassIVE
30597	294.26	GNPS/MassIVE
30598	294.26	GNPS/MassIVE
30599	294.26	Metabolomics Workbench
30600	294.26	GNPS/MassIVE
30601	294.29	GNPS/MassIVE
30602	294.29	GNPS/MassIVE
30603	294.29	MetaboLights
30604	294.29	MetaboLights
30605	294.29	GNPS/MassIVE
30606	294.29	GNPS/MassIVE
30607	294.29	GNPS/MassIVE
30608	294.29	GNPS/MassIVE
30609	294.29	MetaboLights
30610	294.29	GNPS/MassIVE
30611	294.29	GNPS/MassIVE
30612	294.29	GNPS/MassIVE
30613	294.29	GNPS/MassIVE
30614	294.29	GNPS/MassIVE
30615	294.29	MetaboLights
30616	294.29	GNPS/MassIVE
30617	294.29	GNPS/MassIVE
30618	294.29	Metabolomics Workbench
30619	294.29	GNPS/MassIVE
30620	294.29	GNPS/MassIVE
30621	294.29	GNPS/MassIVE
30622	294.29	GNPS/MassIVE
30623	294.29	GNPS/MassIVE
30624	294.29	GNPS/MassIVE
30625	294.29	Metabolomics Workbench
30626	294.29	GNPS/MassIVE
30627	294.29	GNPS/MassIVE
30628	294.29	GNPS/MassIVE
30629	294.29	GNPS/MassIVE
30630	294.29	GNPS/MassIVE
30631	294.29	GNPS/MassIVE
30632	294.29	GNPS/MassIVE
30633	294.29	GNPS/MassIVE
30634	294.29	GNPS/MassIVE
30635	294.29	Metabolomics Workbench
30636	294.29	Metabolomics Workbench
30637	294.29	GNPS/MassIVE
30638	294.29	GNPS/MassIVE
30639	294.29	GNPS/MassIVE
30640	294.29	GNPS/MassIVE
30641	294.29	GNPS/MassIVE
30642	294.29	GNPS/MassIVE
30643	294.29	GNPS/MassIVE
30644	294.29	GNPS/MassIVE
30645	294.29	GNPS/MassIVE
30646	294.29	GNPS/MassIVE
30647	294.29	GNPS/MassIVE
30648	294.29	GNPS/MassIVE
30649	294.29	GNPS/MassIVE
30650	294.29	GNPS/MassIVE
30651	294.29	GNPS/MassIVE
30652	294.29	GNPS/MassIVE
30653	294.29	GNPS/MassIVE
30654	294.29	GNPS/MassIVE
30655	294.29	GNPS/MassIVE
30656	294.29	GNPS/MassIVE
30657	294.29	GNPS/MassIVE
30658	294.29	GNPS/MassIVE
30659	294.29	GNPS/MassIVE
30660	294.29	GNPS/MassIVE
30661	294.29	GNPS/MassIVE
30662	294.29	GNPS/MassIVE
30663	294.29	GNPS/MassIVE
30664	294.29	Metabolomics Workbench
30665	294.29	GNPS/MassIVE
30666	294.29	GNPS/MassIVE
30667	294.29	Metabolomics Workbench
30668	294.29	GNPS/MassIVE
30669	294.29	GNPS/MassIVE
30670	294.29	GNPS/MassIVE
30671	294.29	GNPS/MassIVE
30672	294.29	GNPS/MassIVE
30673	294.29	GNPS/MassIVE
30674	294.29	GNPS/MassIVE
30675	294.29	GNPS/MassIVE
30676	294.29	GNPS/MassIVE
30677	294.29	GNPS/MassIVE
30678	294.29	GNPS/MassIVE
30679	294.29	GNPS/MassIVE
30680	294.29	GNPS/MassIVE
30681	294.29	GNPS/MassIVE
30682	294.29	GNPS/MassIVE
30683	294.29	GNPS/MassIVE
30684	294.29	GNPS/MassIVE
30685	294.29	GNPS/MassIVE
30686	294.29	GNPS/MassIVE
30687	294.29	GNPS/MassIVE
30688	294.29	GNPS/MassIVE
30689	294.29	GNPS/MassIVE
30690	294.29	GNPS/MassIVE
30691	294.29	GNPS/MassIVE
30692	294.29	GNPS/MassIVE
30693	294.29	GNPS/MassIVE
30694	294.29	GNPS/MassIVE
30695	294.29	GNPS/MassIVE
30696	294.29	GNPS/MassIVE
30697	294.29	GNPS/MassIVE
30698	294.29	GNPS/MassIVE
30699	294.29	GNPS/MassIVE
30700	294.29	GNPS/MassIVE
30701	294.29	GNPS/MassIVE
30702	294.29	GNPS/MassIVE
30703	294.29	GNPS/MassIVE
30704	294.29	GNPS/MassIVE
30705	294.29	GNPS/MassIVE
30706	294.29	GNPS/MassIVE
30707	294.29	GNPS/MassIVE
30708	294.29	GNPS/MassIVE
30709	294.29	GNPS/MassIVE
30710	294.29	GNPS/MassIVE
30711	294.29	GNPS/MassIVE
30712	294.66	GNPS/MassIVE
30713	295.12	GNPS/MassIVE
30714	295.12	GNPS/MassIVE
30715	295.12	GNPS/MassIVE
30716	295.12	GNPS/MassIVE
30717	295.13	GNPS/MassIVE
30718	295.12	GNPS/MassIVE
30719	295.12	GNPS/MassIVE
30720	295.12	GNPS/MassIVE
30721	295.12	GNPS/MassIVE
30722	295.12	GNPS/MassIVE
30723	295.13	GNPS/MassIVE
30724	295.18	GNPS/MassIVE
30725	295.18	GNPS/MassIVE
30726	295.18	GNPS/MassIVE
30727	295.22	GNPS/MassIVE
30728	295.21	GNPS/MassIVE
30729	295.22	GNPS/MassIVE
30730	295.22	GNPS/MassIVE
30731	295.22	GNPS/MassIVE
30732	295.22	GNPS/MassIVE
30733	295.22	GNPS/MassIVE
30734	295.22	GNPS/MassIVE
30735	295.24	GNPS/MassIVE
30736	295.25	GNPS/MassIVE
30737	295.25	GNPS/MassIVE
30738	295.26	GNPS/MassIVE
30739	295.26	GNPS/MassIVE
30740	295.25	GNPS/MassIVE
30741	295.26	GNPS/MassIVE
30742	295.26	GNPS/MassIVE
30743	295.26	GNPS/MassIVE
30744	295.26	GNPS/MassIVE
30745	295.26	GNPS/MassIVE
30746	295.3	GNPS/MassIVE
30747	296.09	GNPS/MassIVE
30748	296.13	GNPS/MassIVE
30749	296.13	GNPS/MassIVE
30750	296.15	GNPS/MassIVE
30751	296.15	MetaboLights
30752	296.23	GNPS/MassIVE
30753	296.23	GNPS/MassIVE
30754	296.23	GNPS/MassIVE
30755	296.23	GNPS/MassIVE
30756	296.23	GNPS/MassIVE
30757	296.23	GNPS/MassIVE
30758	296.24	GNPS/MassIVE
30759	296.23	GNPS/MassIVE
30760	296.24	GNPS/MassIVE
30761	296.23	GNPS/MassIVE
30762	296.23	GNPS/MassIVE
30763	296.24	GNPS/MassIVE
30764	296.23	GNPS/MassIVE
30765	296.23	GNPS/MassIVE
30766	296.24	GNPS/MassIVE
30767	296.24	GNPS/MassIVE
30768	296.23	GNPS/MassIVE
30769	296.23	GNPS/MassIVE
30770	296.23	GNPS/MassIVE
30771	296.23	GNPS/MassIVE
30772	296.23	GNPS/MassIVE
30773	296.23	GNPS/MassIVE
30774	296.24	GNPS/MassIVE
30775	296.23	GNPS/MassIVE
30776	296.23	GNPS/MassIVE
30777	296.24	GNPS/MassIVE
30778	296.23	GNPS/MassIVE
30779	296.24	GNPS/MassIVE
30780	296.23	GNPS/MassIVE
30781	296.23	GNPS/MassIVE
30782	296.24	GNPS/MassIVE
30783	296.24	GNPS/MassIVE
30784	296.24	GNPS/MassIVE
30785	296.24	GNPS/MassIVE
30786	296.24	GNPS/MassIVE
30787	296.24	GNPS/MassIVE
30788	296.24	Metabolomics Workbench
30789	296.24	GNPS/MassIVE
30790	296.24	GNPS/MassIVE
30791	296.24	GNPS/MassIVE
30792	296.24	GNPS/MassIVE
30793	296.24	GNPS/MassIVE
30794	296.24	GNPS/MassIVE
30795	296.24	GNPS/MassIVE
30796	296.24	GNPS/MassIVE
30797	296.24	GNPS/MassIVE
30798	296.24	GNPS/MassIVE
30799	296.24	GNPS/MassIVE
30800	296.24	GNPS/MassIVE
30801	296.24	GNPS/MassIVE
30802	296.24	GNPS/MassIVE
30803	296.24	GNPS/MassIVE
30804	296.24	GNPS/MassIVE
30805	296.24	Metabolomics Workbench
30806	296.24	GNPS/MassIVE
30807	296.24	GNPS/MassIVE
30808	296.27	GNPS/MassIVE
30809	296.27	Metabolomics Workbench
30810	296.27	GNPS/MassIVE
30811	297.1	GNPS/MassIVE
30812	297.14	MetaboLights
30813	297.14	GNPS/MassIVE
30814	297.14	GNPS/MassIVE
30815	297.14	GNPS/MassIVE
30816	297.14	GNPS/MassIVE
30817	297.14	GNPS/MassIVE
30818	297.14	GNPS/MassIVE
30819	297.17	GNPS/MassIVE
30820	297.17	GNPS/MassIVE
30821	297.17	GNPS/MassIVE
30822	297.17	GNPS/MassIVE
30823	297.17	GNPS/MassIVE
30824	297.24	GNPS/MassIVE
30825	297.24	GNPS/MassIVE
30826	297.23	GNPS/MassIVE
30827	297.23	GNPS/MassIVE
30828	297.24	GNPS/MassIVE
30829	298.16	GNPS/MassIVE
30830	298.16	GNPS/MassIVE
30831	298.23	GNPS/MassIVE
30832	298.25	GNPS/MassIVE
30833	298.25	GNPS/MassIVE
30834	298.25	GNPS/MassIVE
30835	299.16	GNPS/MassIVE
30836	299.16	GNPS/MassIVE
30837	299.16	GNPS/MassIVE
30838	299.16	GNPS/MassIVE
30839	299.16	GNPS/MassIVE
30840	299.16	GNPS/MassIVE
30841	299.17	GNPS/MassIVE
30842	299.19	GNPS/MassIVE
30843	300.07	GNPS/MassIVE
30844	300.08	GNPS/MassIVE
30845	300.08	GNPS/MassIVE
30846	300.09	MetaboLights
30847	300.08	GNPS/MassIVE
30848	300.12	GNPS/MassIVE
30849	300.12	GNPS/MassIVE
30850	300.12	GNPS/MassIVE
30851	300.12	GNPS/MassIVE
30852	300.12	GNPS/MassIVE
30853	300.12	GNPS/MassIVE
30854	300.12	GNPS/MassIVE
30855	300.15	GNPS/MassIVE
30856	300.15	GNPS/MassIVE
30857	300.19	GNPS/MassIVE
30858	300.19	GNPS/MassIVE
30859	300.19	GNPS/MassIVE
30860	300.19	GNPS/MassIVE
30861	300.2	GNPS/MassIVE
30862	300.21	Metabolomics Workbench
30863	300.21	GNPS/MassIVE
30864	300.21	GNPS/MassIVE
30865	300.21	GNPS/MassIVE
30866	300.21	GNPS/MassIVE
30867	300.21	GNPS/MassIVE
30868	300.23	GNPS/MassIVE
30869	301.04	GNPS/MassIVE
30870	301.04	GNPS/MassIVE
30871	301.12	GNPS/MassIVE
30872	301.12	GNPS/MassIVE
30873	301.12	GNPS/MassIVE
30874	301.12	GNPS/MassIVE
30875	301.12	GNPS/MassIVE
30876	301.12	MetaboLights
30877	301.17	GNPS/MassIVE
30878	301.17	GNPS/MassIVE
30879	301.17	GNPS/MassIVE
30880	301.17	GNPS/MassIVE
30881	301.17	GNPS/MassIVE
30882	301.17	GNPS/MassIVE
30883	301.17	GNPS/MassIVE
30884	301.17	GNPS/MassIVE
30885	301.19	GNPS/MassIVE
30886	301.19	GNPS/MassIVE
30887	302.14	GNPS/MassIVE
30888	302.17	GNPS/MassIVE
30889	302.17	GNPS/MassIVE
30890	302.2	GNPS/MassIVE
30891	302.21	GNPS/MassIVE
30892	302.21	GNPS/MassIVE
30893	302.23	GNPS/MassIVE
30894	302.23	GNPS/MassIVE
30895	302.22	MetaboLights
30896	302.22	GNPS/MassIVE
30897	302.22	GNPS/MassIVE
30898	302.22	GNPS/MassIVE
30899	302.23	GNPS/MassIVE
30900	302.23	GNPS/MassIVE
30901	302.22	GNPS/MassIVE
30902	302.23	GNPS/MassIVE
30903	302.22	GNPS/MassIVE
30904	302.22	GNPS/MassIVE
30905	302.22	GNPS/MassIVE
30906	302.22	GNPS/MassIVE
30907	302.22	GNPS/MassIVE
30908	302.22	GNPS/MassIVE
30909	302.23	GNPS/MassIVE
30910	302.22	GNPS/MassIVE
30911	302.22	GNPS/MassIVE
30912	302.22	GNPS/MassIVE
30913	302.22	GNPS/MassIVE
30914	302.22	GNPS/MassIVE
30915	302.22	GNPS/MassIVE
30916	302.23	GNPS/MassIVE
30917	302.23	GNPS/MassIVE
30918	302.23	GNPS/MassIVE
30919	302.23	GNPS/MassIVE
30920	302.23	GNPS/MassIVE
30921	302.23	GNPS/MassIVE
30922	302.23	GNPS/MassIVE
30923	302.23	GNPS/MassIVE
30924	302.23	GNPS/MassIVE
30925	302.23	GNPS/MassIVE
30926	302.23	GNPS/MassIVE
30927	302.23	GNPS/MassIVE
30928	302.23	GNPS/MassIVE
30929	302.23	GNPS/MassIVE
30930	302.23	GNPS/MassIVE
30931	302.23	GNPS/MassIVE
30932	302.23	GNPS/MassIVE
30933	302.23	GNPS/MassIVE
30934	302.26	GNPS/MassIVE
30935	303.11	GNPS/MassIVE
30936	303.14	GNPS/MassIVE
30937	303.15	GNPS/MassIVE
30938	303.21	GNPS/MassIVE
30939	303.21	GNPS/MassIVE
30940	303.22	GNPS/MassIVE
30941	304.09	GNPS/MassIVE
30942	304.12	GNPS/MassIVE
30943	304.12	GNPS/MassIVE
30944	304.12	GNPS/MassIVE
30945	304.12	GNPS/MassIVE
30946	304.15	GNPS/MassIVE
30947	304.15	GNPS/MassIVE
30948	304.15	GNPS/MassIVE
30949	304.21	GNPS/MassIVE
30950	304.2	GNPS/MassIVE
30951	304.2	GNPS/MassIVE
30952	304.2	GNPS/MassIVE
30953	304.2	GNPS/MassIVE
30954	304.2	GNPS/MassIVE
30955	304.2	GNPS/MassIVE
30956	304.2	GNPS/MassIVE
30957	304.2	GNPS/MassIVE
30958	304.2	GNPS/MassIVE
30959	304.2	GNPS/MassIVE
30960	304.2	GNPS/MassIVE
30961	304.2	GNPS/MassIVE
30962	304.2	GNPS/MassIVE
30963	304.21	GNPS/MassIVE
30964	304.2	GNPS/MassIVE
30965	304.2	GNPS/MassIVE
30966	304.2	GNPS/MassIVE
30967	304.2	GNPS/MassIVE
30968	304.2	GNPS/MassIVE
30969	304.2	GNPS/MassIVE
30970	304.2	GNPS/MassIVE
30971	304.2	GNPS/MassIVE
30972	304.2	GNPS/MassIVE
30973	304.2	GNPS/MassIVE
30974	304.21	GNPS/MassIVE
30975	304.2	GNPS/MassIVE
30976	304.2	GNPS/MassIVE
30977	304.2	GNPS/MassIVE
30978	304.2	GNPS/MassIVE
30979	304.2	GNPS/MassIVE
30980	304.2	GNPS/MassIVE
30981	304.2	GNPS/MassIVE
30982	304.2	GNPS/MassIVE
30983	304.2	GNPS/MassIVE
30984	304.2	GNPS/MassIVE
30985	304.2	GNPS/MassIVE
30986	304.21	GNPS/MassIVE
30987	304.2	GNPS/MassIVE
30988	304.2	GNPS/MassIVE
30989	304.21	GNPS/MassIVE
30990	304.21	GNPS/MassIVE
30991	304.2	GNPS/MassIVE
30992	304.21	GNPS/MassIVE
30993	304.21	GNPS/MassIVE
30994	304.21	GNPS/MassIVE
30995	304.21	GNPS/MassIVE
30996	304.24	GNPS/MassIVE
30997	304.24	GNPS/MassIVE
30998	304.24	GNPS/MassIVE
30999	304.24	GNPS/MassIVE
31000	304.24	GNPS/MassIVE
31001	304.24	GNPS/MassIVE
31002	304.24	GNPS/MassIVE
31003	304.24	GNPS/MassIVE
31004	304.24	MetaboLights
31005	304.24	GNPS/MassIVE
31006	304.24	GNPS/MassIVE
31007	304.24	GNPS/MassIVE
31008	304.24	GNPS/MassIVE
31009	304.24	GNPS/MassIVE
31010	304.24	GNPS/MassIVE
31011	304.24	GNPS/MassIVE
31012	304.24	GNPS/MassIVE
31013	304.24	GNPS/MassIVE
31014	304.24	GNPS/MassIVE
31015	304.24	GNPS/MassIVE
31016	304.24	GNPS/MassIVE
31017	304.24	GNPS/MassIVE
31018	304.24	GNPS/MassIVE
31019	304.24	GNPS/MassIVE
31020	304.24	GNPS/MassIVE
31021	304.24	GNPS/MassIVE
31022	304.24	GNPS/MassIVE
31023	304.24	GNPS/MassIVE
31024	304.24	GNPS/MassIVE
31025	304.24	GNPS/MassIVE
31026	304.24	GNPS/MassIVE
31027	304.24	Metabolomics Workbench
31028	304.24	GNPS/MassIVE
31029	304.24	GNPS/MassIVE
31030	304.24	GNPS/MassIVE
31031	304.24	GNPS/MassIVE
31032	304.24	GNPS/MassIVE
31033	304.24	GNPS/MassIVE
31034	304.24	GNPS/MassIVE
31035	304.24	GNPS/MassIVE
31036	304.24	GNPS/MassIVE
31037	304.24	GNPS/MassIVE
31038	304.24	Metabolomics Workbench
31039	304.24	GNPS/MassIVE
31040	304.24	GNPS/MassIVE
31041	304.24	GNPS/MassIVE
31042	304.24	GNPS/MassIVE
31043	304.24	GNPS/MassIVE
31044	304.28	GNPS/MassIVE
31045	304.28	GNPS/MassIVE
31046	305.15	GNPS/MassIVE
31047	305.15	GNPS/MassIVE
31048	305.2	GNPS/MassIVE
31049	306.15	GNPS/MassIVE
31050	306.15	GNPS/MassIVE
31051	306.17	GNPS/MassIVE
31052	306.18	GNPS/MassIVE
31053	306.18	GNPS/MassIVE
31054	306.18	GNPS/MassIVE
31055	306.18	GNPS/MassIVE
31056	306.2	GNPS/MassIVE
31057	306.2	GNPS/MassIVE
31058	306.22	GNPS/MassIVE
31059	306.22	GNPS/MassIVE
31060	306.22	GNPS/MassIVE
31061	306.22	GNPS/MassIVE
31062	306.22	GNPS/MassIVE
31063	306.23	GNPS/MassIVE
31064	306.23	Metabolomics Workbench
31065	306.26	Metabolomics Workbench
31066	306.25	GNPS/MassIVE
31067	306.26	GNPS/MassIVE
31068	306.26	GNPS/MassIVE
31069	306.26	GNPS/MassIVE
31070	306.26	GNPS/MassIVE
31071	306.26	GNPS/MassIVE
31072	306.26	MetaboLights
31073	306.26	GNPS/MassIVE
31074	306.26	GNPS/MassIVE
31075	306.26	GNPS/MassIVE
31076	306.26	GNPS/MassIVE
31077	306.26	GNPS/MassIVE
31078	306.26	GNPS/MassIVE
31079	306.26	GNPS/MassIVE
31080	306.26	GNPS/MassIVE
31081	306.26	GNPS/MassIVE
31082	306.26	GNPS/MassIVE
31083	306.26	GNPS/MassIVE
31084	306.26	GNPS/MassIVE
31085	306.28	GNPS/MassIVE
31086	306.28	GNPS/MassIVE
31087	306.28	GNPS/MassIVE
31088	306.29	GNPS/MassIVE
31089	306.29	Metabolomics Workbench
31090	306.29	GNPS/MassIVE
31091	306.29	GNPS/MassIVE
31092	306.29	GNPS/MassIVE
31093	306.29	GNPS/MassIVE
31094	306.29	Metabolomics Workbench
31095	306.29	GNPS/MassIVE
31096	306.29	GNPS/MassIVE
31097	306.29	GNPS/MassIVE
31098	306.29	GNPS/MassIVE
31099	306.33	GNPS/MassIVE
31100	306.33	Metabolomics Workbench
31101	306.33	Metabolomics Workbench
31102	307.17	GNPS/MassIVE
31103	307.18	GNPS/MassIVE
31104	307.18	GNPS/MassIVE
31105	307.18	GNPS/MassIVE
31106	307.22	GNPS/MassIVE
31107	307.22	GNPS/MassIVE
31108	307.22	GNPS/MassIVE
31109	307.22	GNPS/MassIVE
31110	307.22	GNPS/MassIVE
31111	307.22	GNPS/MassIVE
31112	308.18	GNPS/MassIVE
31113	308.18	GNPS/MassIVE
31114	308.2	GNPS/MassIVE
31115	308.2	GNPS/MassIVE
31116	308.21	GNPS/MassIVE
31117	308.21	GNPS/MassIVE
31118	308.21	GNPS/MassIVE
31119	308.21	GNPS/MassIVE
31120	308.21	GNPS/MassIVE
31121	308.21	GNPS/MassIVE
31122	308.21	GNPS/MassIVE
31123	308.21	GNPS/MassIVE
31124	308.21	GNPS/MassIVE
31125	308.21	GNPS/MassIVE
31126	308.21	GNPS/MassIVE
31127	308.21	GNPS/MassIVE
31128	308.21	GNPS/MassIVE
31129	308.21	GNPS/MassIVE
31130	308.21	GNPS/MassIVE
31131	308.21	GNPS/MassIVE
31132	308.21	GNPS/MassIVE
31133	308.21	GNPS/MassIVE
31134	308.21	GNPS/MassIVE
31135	308.21	GNPS/MassIVE
31136	308.21	GNPS/MassIVE
31137	308.21	GNPS/MassIVE
31138	308.21	GNPS/MassIVE
31139	308.21	GNPS/MassIVE
31140	308.21	GNPS/MassIVE
31141	308.21	GNPS/MassIVE
31142	308.21	GNPS/MassIVE
31143	308.21	GNPS/MassIVE
31144	308.21	GNPS/MassIVE
31145	308.21	GNPS/MassIVE
31146	308.21	GNPS/MassIVE
31147	308.21	GNPS/MassIVE
31148	308.21	GNPS/MassIVE
31149	308.21	GNPS/MassIVE
31150	308.21	GNPS/MassIVE
31151	308.21	GNPS/MassIVE
31152	308.21	GNPS/MassIVE
31153	308.21	GNPS/MassIVE
31154	308.22	GNPS/MassIVE
31155	308.22	GNPS/MassIVE
31156	308.22	GNPS/MassIVE
31157	308.23	Metabolomics Workbench
31158	308.23	Metabolomics Workbench
31159	308.23	GNPS/MassIVE
31160	308.23	GNPS/MassIVE
31161	308.23	GNPS/MassIVE
31162	308.23	GNPS/MassIVE
31163	308.23	GNPS/MassIVE
31164	308.23	GNPS/MassIVE
31165	308.23	GNPS/MassIVE
31166	308.23	GNPS/MassIVE
31167	308.23	GNPS/MassIVE
31168	308.23	GNPS/MassIVE
31169	308.24	GNPS/MassIVE
31170	308.24	GNPS/MassIVE
31171	308.23	GNPS/MassIVE
31172	308.23	GNPS/MassIVE
31173	308.23	GNPS/MassIVE
31174	308.23	GNPS/MassIVE
31175	308.24	GNPS/MassIVE
31176	308.24	GNPS/MassIVE
31177	308.24	GNPS/MassIVE
31178	308.24	GNPS/MassIVE
31179	308.24	GNPS/MassIVE
31180	308.24	GNPS/MassIVE
31181	308.24	GNPS/MassIVE
31182	308.24	GNPS/MassIVE
31183	308.24	GNPS/MassIVE
31184	308.24	GNPS/MassIVE
31185	308.24	GNPS/MassIVE
31186	308.24	GNPS/MassIVE
31187	308.24	GNPS/MassIVE
31188	308.24	GNPS/MassIVE
31189	308.24	GNPS/MassIVE
31190	308.24	GNPS/MassIVE
31191	308.24	GNPS/MassIVE
31192	308.24	GNPS/MassIVE
31193	308.24	GNPS/MassIVE
31194	308.24	GNPS/MassIVE
31195	308.24	GNPS/MassIVE
31196	308.25	GNPS/MassIVE
31197	308.26	GNPS/MassIVE
31198	308.26	GNPS/MassIVE
31199	308.27	Metabolomics Workbench
31200	308.27	GNPS/MassIVE
31201	308.27	GNPS/MassIVE
31202	308.27	GNPS/MassIVE
31203	308.27	GNPS/MassIVE
31204	308.27	GNPS/MassIVE
31205	308.27	GNPS/MassIVE
31206	308.27	GNPS/MassIVE
31207	308.27	GNPS/MassIVE
31208	308.27	GNPS/MassIVE
31209	308.27	GNPS/MassIVE
31210	308.27	GNPS/MassIVE
31211	308.27	GNPS/MassIVE
31212	308.27	GNPS/MassIVE
31213	308.27	GNPS/MassIVE
31214	308.27	GNPS/MassIVE
31215	308.27	GNPS/MassIVE
31216	308.27	GNPS/MassIVE
31217	308.27	GNPS/MassIVE
31218	308.27	GNPS/MassIVE
31219	308.27	GNPS/MassIVE
31220	308.27	GNPS/MassIVE
31221	308.27	GNPS/MassIVE
31222	308.27	GNPS/MassIVE
31223	308.27	GNPS/MassIVE
31224	308.27	GNPS/MassIVE
31225	308.27	GNPS/MassIVE
31226	308.27	GNPS/MassIVE
31227	308.27	GNPS/MassIVE
31228	308.27	GNPS/MassIVE
31229	308.27	GNPS/MassIVE
31230	308.27	GNPS/MassIVE
31231	308.27	GNPS/MassIVE
31232	308.27	GNPS/MassIVE
31233	308.27	GNPS/MassIVE
31234	308.27	GNPS/MassIVE
31235	308.27	GNPS/MassIVE
31236	308.27	MetaboLights
31237	308.27	GNPS/MassIVE
31238	308.27	GNPS/MassIVE
31239	308.27	GNPS/MassIVE
31240	308.27	GNPS/MassIVE
31241	308.27	GNPS/MassIVE
31242	308.27	GNPS/MassIVE
