origin_repository	precmz	count
GNPS/MassIVE	216.5901	6
GNPS/MassIVE	216.5902	2
GNPS/MassIVE	216.5903	1
GNPS/MassIVE	216.5904	1
GNPS/MassIVE	216.5905	2
GNPS/MassIVE	216.5907	1
GNPS/MassIVE	216.6158	1
GNPS/MassIVE	216.6161	1
GNPS/MassIVE	216.6319	1
GNPS/MassIVE	216.6337	1
GNPS/MassIVE	216.6338	1
GNPS/MassIVE	216.6341	1
GNPS/MassIVE	216.6342	1
GNPS/MassIVE	216.9227	3
GNPS/MassIVE	216.9228	2
GNPS/MassIVE	216.9229	9
GNPS/MassIVE	216.923	6
GNPS/MassIVE	216.9231	5
GNPS/MassIVE	216.9232	1
GNPS/MassIVE	216.9503	10
GNPS/MassIVE	216.9504	14
GNPS/MassIVE	216.9505	30
GNPS/MassIVE	216.9506	34
GNPS/MassIVE	216.9507	28
GNPS/MassIVE	216.9508	2
GNPS/MassIVE	216.9509	38
GNPS/MassIVE	216.951	28
GNPS/MassIVE	216.9511	14
GNPS/MassIVE	216.9512	2
GNPS/MassIVE	216.9513	6
GNPS/MassIVE	217.0155	4
GNPS/MassIVE	217.0454	2
GNPS/MassIVE	217.046	2
GNPS/MassIVE	217.0461	4
GNPS/MassIVE	217.0462	2
GNPS/MassIVE	217.0466	2
GNPS/MassIVE	217.0681	1
GNPS/MassIVE	217.0682	1
GNPS/MassIVE	217.0683	3
GNPS/MassIVE	217.0685	3
GNPS/MassIVE	217.0822	1
GNPS/MassIVE	217.0823	1
GNPS/MassIVE	217.0966	2
GNPS/MassIVE	217.0969	2
GNPS/MassIVE	217.097	4
GNPS/MassIVE	217.0971	8
GNPS/MassIVE	217.0972	4
GNPS/MassIVE	217.0973	12
GNPS/MassIVE	217.0974	8
GNPS/MassIVE	217.0975	24
GNPS/MassIVE	217.0976	16
GNPS/MassIVE	217.0977	4
GNPS/MassIVE	217.0978	10
GNPS/MassIVE	217.098	2
GNPS/MassIVE	217.1046	1
GNPS/MassIVE	217.1047	9
GNPS/MassIVE	217.1048	6
GNPS/MassIVE	217.1049	12
GNPS/MassIVE	217.105	4
GNPS/MassIVE	217.1051	2
GNPS/MassIVE	217.1069	1
GNPS/MassIVE	217.107	1
GNPS/MassIVE	217.1071	5
GNPS/MassIVE	217.1073	1
GNPS/MassIVE	217.1074	1
GNPS/MassIVE	217.1075	2
GNPS/MassIVE	217.1174	1
GNPS/MassIVE	217.1175	2
GNPS/MassIVE	217.1176	2
GNPS/MassIVE	217.1177	2
GNPS/MassIVE	217.1178	4
GNPS/MassIVE	217.1179	11
GNPS/MassIVE	217.118	14
GNPS/MassIVE	217.1181	39
GNPS/MassIVE	217.1182	97
GNPS/MassIVE	217.1183	67
GNPS/MassIVE	217.1184	10
GNPS/MassIVE	217.1185	21
GNPS/MassIVE	217.1186	19
GNPS/MassIVE	217.1187	9
GNPS/MassIVE	217.1188	1
GNPS/MassIVE	217.1189	2
GNPS/MassIVE	217.12	2
GNPS/MassIVE	217.122	2
GNPS/MassIVE	217.1527	4
GNPS/MassIVE	217.1529	6
GNPS/MassIVE	217.1539	1
GNPS/MassIVE	217.1545	1
GNPS/MassIVE	217.1547	2
GNPS/MassIVE	217.1549	5
GNPS/MassIVE	217.155	1
GNPS/MassIVE	217.1551	3
GNPS/MassIVE	217.9515	2
GNPS/MassIVE	217.9517	2
GNPS/MassIVE	217.9518	2
GNPS/MassIVE	218.03	2
GNPS/MassIVE	218.0389	1
GNPS/MassIVE	218.039	1
GNPS/MassIVE	218.04	10
GNPS/MassIVE	218.0467	1
GNPS/MassIVE	218.0473	2
GNPS/MassIVE	218.0475	4
GNPS/MassIVE	218.0478	2
GNPS/MassIVE	218.0479	2
GNPS/MassIVE	218.048	2
GNPS/MassIVE	218.0483	1
GNPS/MassIVE	218.0659	2
GNPS/MassIVE	218.0808	1
GNPS/MassIVE	218.0809	4
GNPS/MassIVE	218.081	2
GNPS/MassIVE	218.0811	1
GNPS/MassIVE	218.0812	4
GNPS/MassIVE	218.0813	4
GNPS/MassIVE	218.0814	4
GNPS/MassIVE	218.0815	8
GNPS/MassIVE	218.0816	4
GNPS/MassIVE	218.0817	8
GNPS/MassIVE	218.0818	8
GNPS/MassIVE	218.0819	2
GNPS/MassIVE	218.082	2
GNPS/MassIVE	218.1	17
GNPS/MassIVE	218.1011	1
GNPS/MassIVE	218.1012	2
GNPS/MassIVE	218.102	1
GNPS/MassIVE	218.1021	5
GNPS/MassIVE	218.1022	6
GNPS/MassIVE	218.1023	14
GNPS/MassIVE	218.1024	13
GNPS/MassIVE	218.1025	28
GNPS/MassIVE	218.1026	10
GNPS/MassIVE	218.1027	7
GNPS/MassIVE	218.1028	1
GNPS/MassIVE	218.1029	2
GNPS/MassIVE	218.103	1
GNPS/MassIVE	218.1033	1
GNPS/MassIVE	218.1034	1
GNPS/MassIVE	218.1076	2
GNPS/MassIVE	218.1077	5
GNPS/MassIVE	218.1078	6
GNPS/MassIVE	218.11	132
GNPS/MassIVE	218.1136	18
GNPS/MassIVE	218.1138	2
GNPS/MassIVE	218.13	11
GNPS/MassIVE	218.1302	2
GNPS/MassIVE	218.1367	4
GNPS/MassIVE	218.137	10
GNPS/MassIVE	218.1372	3
GNPS/MassIVE	218.1373	2
GNPS/MassIVE	218.1374	7
GNPS/MassIVE	218.1375	28
GNPS/MassIVE	218.1376	75
GNPS/MassIVE	218.1377	127
GNPS/MassIVE	218.1378	146
GNPS/MassIVE	218.1379	137
GNPS/MassIVE	218.138	184
GNPS/MassIVE	218.1381	272
GNPS/MassIVE	218.1382	388
GNPS/MassIVE	218.1383	500
GNPS/MassIVE	218.1384	1246
GNPS/MassIVE	218.1385	2294
GNPS/MassIVE	218.1386	5128
GNPS/MassIVE	218.1387	7223
GNPS/MassIVE	218.1388	3683
GNPS/MassIVE	218.1389	3196
GNPS/MassIVE	218.139	2507
GNPS/MassIVE	218.1391	1236
GNPS/MassIVE	218.1392	488
GNPS/MassIVE	218.1393	297
GNPS/MassIVE	218.1394	157
GNPS/MassIVE	218.1395	48
GNPS/MassIVE	218.1396	7
GNPS/MassIVE	218.1397	1
GNPS/MassIVE	218.1398	3
GNPS/MassIVE	218.14	246
GNPS/MassIVE	218.1498	2
GNPS/MassIVE	218.1518	1
GNPS/MassIVE	218.1531	1
GNPS/MassIVE	218.1539	1
GNPS/MassIVE	218.1542	1
GNPS/MassIVE	218.1544	1
GNPS/MassIVE	218.175	1
GNPS/MassIVE	218.1751	5
GNPS/MassIVE	218.18	3
GNPS/MassIVE	218.19	3
GNPS/MassIVE	218.2109	1
GNPS/MassIVE	218.2111	1
GNPS/MassIVE	218.8052	2
GNPS/MassIVE	218.8054	4
GNPS/MassIVE	218.9747	2
GNPS/MassIVE	218.9839	3
GNPS/MassIVE	218.984	2
GNPS/MassIVE	219.01	2
GNPS/MassIVE	219.0261	4
GNPS/MassIVE	219.0262	2
GNPS/MassIVE	219.0265	2
GNPS/MassIVE	219.0266	6
GNPS/MassIVE	219.0267	26
GNPS/MassIVE	219.0268	14
GNPS/MassIVE	219.0269	10
GNPS/MassIVE	219.027	4
GNPS/MassIVE	219.0271	4
GNPS/MassIVE	219.0272	1
GNPS/MassIVE	219.0469	1
GNPS/MassIVE	219.047	9
GNPS/MassIVE	219.0471	4
GNPS/MassIVE	219.0472	1
GNPS/MassIVE	219.0479	2
GNPS/MassIVE	219.0501	3
GNPS/MassIVE	219.0502	3
GNPS/MassIVE	219.0976	1
GNPS/MassIVE	219.0977	14
GNPS/MassIVE	219.0978	2
GNPS/MassIVE	219.0979	1
GNPS/MassIVE	219.1016	1
GNPS/MassIVE	219.1131	2
GNPS/MassIVE	219.1334	2
GNPS/MassIVE	219.1336	2
GNPS/MassIVE	219.1338	2
GNPS/MassIVE	219.1339	1
GNPS/MassIVE	219.134	4
GNPS/MassIVE	219.1341	4
GNPS/MassIVE	219.1342	5
GNPS/MassIVE	219.1343	1
GNPS/MassIVE	219.14	1
GNPS/MassIVE	219.1411	2
GNPS/MassIVE	219.1418	3
GNPS/MassIVE	219.1419	1
GNPS/MassIVE	219.142	3
GNPS/MassIVE	219.1421	1
GNPS/MassIVE	219.1422	4
GNPS/MassIVE	219.1423	2
GNPS/MassIVE	219.1424	3
GNPS/MassIVE	219.1425	1
GNPS/MassIVE	219.1427	2
GNPS/MassIVE	219.1697	2
GNPS/MassIVE	219.1699	3
GNPS/MassIVE	219.1701	1
GNPS/MassIVE	219.1702	1
GNPS/MassIVE	219.1737	1
GNPS/MassIVE	219.1739	1
GNPS/MassIVE	219.1742	2
GNPS/MassIVE	220.0632	2
GNPS/MassIVE	220.1189	4
GNPS/MassIVE	220.119	4
GNPS/MassIVE	220.1191	4
GNPS/MassIVE	220.1192	1
GNPS/MassIVE	220.14	3
GNPS/MassIVE	220.1432	3
GNPS/MassIVE	221.1487	2
GNPS/MassIVE	221.1488	2
GNPS/MassIVE	221.1489	4
GNPS/MassIVE	221.149	2
GNPS/MassIVE	222.1773	1
GNPS/MassIVE	222.1775	3
GNPS/MassIVE	222.6586	2
GNPS/MassIVE	222.6587	6
GNPS/MassIVE	222.6588	9
GNPS/MassIVE	222.6589	13
GNPS/MassIVE	222.659	18
GNPS/MassIVE	222.6591	19
GNPS/MassIVE	222.6592	9
GNPS/MassIVE	222.6593	4
GNPS/MassIVE	222.6594	2
GNPS/MassIVE	223.0963	1
GNPS/MassIVE	223.0965	1
GNPS/MassIVE	223.0966	1
GNPS/MassIVE	223.1605	1
GNPS/MassIVE	223.1606	1
GNPS/MassIVE	223.1607	2
GNPS/MassIVE	223.1672	1
GNPS/MassIVE	223.1673	1
GNPS/MassIVE	223.1682	2
GNPS/MassIVE	224.1283	2
GNPS/MassIVE	224.1284	1
GNPS/MassIVE	224.1285	2
GNPS/MassIVE	224.1286	1
GNPS/MassIVE	225.09	4
GNPS/MassIVE	225.12	1
GNPS/MassIVE	225.1488	3
GNPS/MassIVE	227.1387	1
GNPS/MassIVE	227.1388	1
GNPS/MassIVE	227.1389	6
GNPS/MassIVE	227.139	22
GNPS/MassIVE	227.1391	16
GNPS/MassIVE	227.1392	6
GNPS/MassIVE	228.1781	2
GNPS/MassIVE	228.2072	2
GNPS/MassIVE	229.0962	2
GNPS/MassIVE	229.1173	6
GNPS/MassIVE	229.1432	1
GNPS/MassIVE	229.1433	1
GNPS/MassIVE	229.1434	1
GNPS/MassIVE	229.1526	2
GNPS/MassIVE	229.1527	4
GNPS/MassIVE	229.1536	2
GNPS/MassIVE	229.1538	4
GNPS/MassIVE	229.1544	2
GNPS/MassIVE	229.1545	26
GNPS/MassIVE	229.1546	34
GNPS/MassIVE	229.1547	14
GNPS/MassIVE	229.1548	1
GNPS/MassIVE	229.1549	3
GNPS/MassIVE	229.1573	1
GNPS/MassIVE	229.1574	6
GNPS/MassIVE	229.1575	1
GNPS/MassIVE	229.1576	2
GNPS/MassIVE	229.1577	1
GNPS/MassIVE	229.1578	1
GNPS/MassIVE	229.1579	1
GNPS/MassIVE	229.158	1
GNPS/MassIVE	229.1581	1
GNPS/MassIVE	229.1582	2
GNPS/MassIVE	229.1583	3
GNPS/MassIVE	229.1584	1
GNPS/MassIVE	229.1585	7
GNPS/MassIVE	229.1586	4
GNPS/MassIVE	229.9742	2
GNPS/MassIVE	229.9745	1
GNPS/MassIVE	229.9746	3
GNPS/MassIVE	229.9747	1
GNPS/MassIVE	230.0423	2
GNPS/MassIVE	230.0767	2
GNPS/MassIVE	230.0769	4
GNPS/MassIVE	230.077	2
GNPS/MassIVE	230.0771	2
GNPS/MassIVE	230.0773	2
GNPS/MassIVE	230.0801	2
GNPS/MassIVE	230.0802	2
GNPS/MassIVE	230.0803	2
GNPS/MassIVE	230.0805	2
GNPS/MassIVE	230.0841	2
GNPS/MassIVE	230.0842	1
GNPS/MassIVE	230.0845	1
GNPS/MassIVE	230.0846	2
GNPS/MassIVE	230.0849	1
GNPS/MassIVE	230.085	1
GNPS/MassIVE	230.0948	2
GNPS/MassIVE	230.095	2
GNPS/MassIVE	230.0952	4
GNPS/MassIVE	230.0953	2
GNPS/MassIVE	230.0955	1
GNPS/MassIVE	230.0959	1
GNPS/MassIVE	230.096	1
GNPS/MassIVE	230.1	33
GNPS/MassIVE	230.1002	2
GNPS/MassIVE	230.1022	4
GNPS/MassIVE	230.1024	3
GNPS/MassIVE	230.1028	1
GNPS/MassIVE	230.11	6
GNPS/MassIVE	230.1125	2
GNPS/MassIVE	230.1135	2
GNPS/MassIVE	230.1368	6
GNPS/MassIVE	230.1375	2
GNPS/MassIVE	230.1376	8
GNPS/MassIVE	230.1377	5
GNPS/MassIVE	230.1378	14
GNPS/MassIVE	230.1379	8
GNPS/MassIVE	230.138	11
GNPS/MassIVE	230.1381	7
GNPS/MassIVE	230.1382	8
GNPS/MassIVE	230.1384	10
GNPS/MassIVE	230.1385	31
GNPS/MassIVE	230.1386	322
GNPS/MassIVE	230.1387	729
GNPS/MassIVE	230.1388	291
GNPS/MassIVE	230.1389	73
GNPS/MassIVE	230.139	70
GNPS/MassIVE	230.1391	20
GNPS/MassIVE	230.1392	10
GNPS/MassIVE	230.1393	5
GNPS/MassIVE	230.1394	1
GNPS/MassIVE	230.1398	1
GNPS/MassIVE	230.14	79
GNPS/MassIVE	230.1401	2
GNPS/MassIVE	230.1498	1
GNPS/MassIVE	230.1499	6
GNPS/MassIVE	230.15	4
GNPS/MassIVE	230.1501	1
GNPS/MassIVE	230.1502	1
GNPS/MassIVE	230.1518	1
GNPS/MassIVE	230.157	2
GNPS/MassIVE	230.1578	1
GNPS/MassIVE	230.1579	27
GNPS/MassIVE	230.158	48
GNPS/MassIVE	230.1581	9
GNPS/MassIVE	230.16	6
GNPS/MassIVE	230.17	2
GNPS/MassIVE	230.1701	14
GNPS/MassIVE	230.1702	32
GNPS/MassIVE	230.1703	28
GNPS/MassIVE	230.1704	20
GNPS/MassIVE	230.1705	2
GNPS/MassIVE	230.1751	3
GNPS/MassIVE	230.1841	2
GNPS/MassIVE	230.66	1
GNPS/MassIVE	230.6601	1
GNPS/MassIVE	230.9897	4
GNPS/MassIVE	230.9899	2
GNPS/MassIVE	231.0379	3
GNPS/MassIVE	231.0617	2
GNPS/MassIVE	231.0682	2
GNPS/MassIVE	231.0683	16
GNPS/MassIVE	231.0684	64
GNPS/MassIVE	231.0685	86
GNPS/MassIVE	231.0686	38
GNPS/MassIVE	231.0687	4
GNPS/MassIVE	231.072	2
GNPS/MassIVE	231.0819	2
GNPS/MassIVE	231.0826	1
GNPS/MassIVE	231.0831	4
GNPS/MassIVE	231.0833	2
GNPS/MassIVE	231.0835	3
GNPS/MassIVE	231.0836	2
GNPS/MassIVE	231.0837	7
GNPS/MassIVE	231.0838	26
GNPS/MassIVE	231.0839	44
GNPS/MassIVE	231.084	33
GNPS/MassIVE	231.0841	32
GNPS/MassIVE	231.0842	35
GNPS/MassIVE	231.0843	20
GNPS/MassIVE	231.0844	24
GNPS/MassIVE	231.0845	25
GNPS/MassIVE	231.0846	20
GNPS/MassIVE	231.0847	6
GNPS/MassIVE	231.0848	5
GNPS/MassIVE	231.0849	2
GNPS/MassIVE	231.0858	1
GNPS/MassIVE	231.0859	1
GNPS/MassIVE	231.0863	1
GNPS/MassIVE	231.0865	1
GNPS/MassIVE	231.0975	1
GNPS/MassIVE	231.098	3
GNPS/MassIVE	231.0981	1
GNPS/MassIVE	231.0984	1
GNPS/MassIVE	231.0986	1
GNPS/MassIVE	231.1108	4
GNPS/MassIVE	231.1128	1
GNPS/MassIVE	231.1131	1
GNPS/MassIVE	231.1239	2
GNPS/MassIVE	231.124	1
GNPS/MassIVE	231.1319	2
GNPS/MassIVE	231.1331	5
GNPS/MassIVE	231.1332	1
GNPS/MassIVE	231.1333	2
GNPS/MassIVE	231.1334	1
GNPS/MassIVE	231.1336	9
GNPS/MassIVE	231.1337	6
GNPS/MassIVE	231.1338	15
GNPS/MassIVE	231.1339	11
GNPS/MassIVE	231.134	8
GNPS/MassIVE	231.1343	8
GNPS/MassIVE	231.1372	2
GNPS/MassIVE	231.1373	2
GNPS/MassIVE	231.1379	1
GNPS/MassIVE	231.138	1
GNPS/MassIVE	231.1381	1
GNPS/MassIVE	231.1581	4
GNPS/MassIVE	231.159	4
GNPS/MassIVE	231.1591	3
GNPS/MassIVE	231.1592	2
GNPS/MassIVE	231.1682	2
GNPS/MassIVE	231.1691	1
GNPS/MassIVE	231.1695	1
GNPS/MassIVE	231.1696	1
GNPS/MassIVE	231.1698	5
GNPS/MassIVE	231.1699	5
GNPS/MassIVE	231.17	10
GNPS/MassIVE	231.1701	10
GNPS/MassIVE	231.1702	30
GNPS/MassIVE	231.1703	53
GNPS/MassIVE	231.1704	37
GNPS/MassIVE	231.1705	24
GNPS/MassIVE	231.1706	31
GNPS/MassIVE	231.1707	15
GNPS/MassIVE	231.1708	14
GNPS/MassIVE	231.1709	15
GNPS/MassIVE	231.171	4
GNPS/MassIVE	231.1711	4
GNPS/MassIVE	231.1712	1
GNPS/MassIVE	231.1713	1
GNPS/MassIVE	231.6311	2
GNPS/MassIVE	231.6315	1
GNPS/MassIVE	231.6318	1
GNPS/MassIVE	231.7871	2
GNPS/MassIVE	231.9945	1
GNPS/MassIVE	231.9946	1
GNPS/MassIVE	232.02	15
GNPS/MassIVE	232.0254	2
GNPS/MassIVE	232.0264	2
GNPS/MassIVE	232.0265	10
GNPS/MassIVE	232.0266	6
GNPS/MassIVE	232.0267	6
GNPS/MassIVE	232.0268	6
GNPS/MassIVE	232.0269	4
GNPS/MassIVE	232.027	2
GNPS/MassIVE	232.0273	6
GNPS/MassIVE	232.0274	6
GNPS/MassIVE	232.0275	54
GNPS/MassIVE	232.0276	87
GNPS/MassIVE	232.0277	37
GNPS/MassIVE	232.0278	21
GNPS/MassIVE	232.0279	13
GNPS/MassIVE	232.028	1
GNPS/MassIVE	232.0281	4
GNPS/MassIVE	232.03	62
GNPS/MassIVE	232.0566	1
GNPS/MassIVE	232.0567	1
GNPS/MassIVE	232.0569	2
GNPS/MassIVE	232.057	1
GNPS/MassIVE	232.0571	1
GNPS/MassIVE	232.0573	2
GNPS/MassIVE	232.0576	2
GNPS/MassIVE	232.0579	5
GNPS/MassIVE	232.058	1
GNPS/MassIVE	232.06	11
GNPS/MassIVE	232.0613	1
GNPS/MassIVE	232.0614	1
GNPS/MassIVE	232.0636	2
GNPS/MassIVE	232.0638	10
GNPS/MassIVE	232.0639	6
GNPS/MassIVE	232.0641	2
GNPS/MassIVE	232.07	3
GNPS/MassIVE	232.0715	2
GNPS/MassIVE	232.0811	1
GNPS/MassIVE	232.0812	1
GNPS/MassIVE	232.0914	2
GNPS/MassIVE	232.0915	5
GNPS/MassIVE	232.0916	1
GNPS/MassIVE	232.0963	3
GNPS/MassIVE	232.0965	4
GNPS/MassIVE	232.0966	4
GNPS/MassIVE	232.0967	6
GNPS/MassIVE	232.0968	4
GNPS/MassIVE	232.0969	2
GNPS/MassIVE	232.097	2
GNPS/MassIVE	232.1	3
GNPS/MassIVE	232.1075	2
GNPS/MassIVE	232.1081	4
GNPS/MassIVE	232.1168	2
GNPS/MassIVE	232.1173	2
GNPS/MassIVE	232.1178	11
GNPS/MassIVE	232.1179	24
GNPS/MassIVE	232.118	17
GNPS/MassIVE	232.1181	11
GNPS/MassIVE	232.1182	20
GNPS/MassIVE	232.1183	1
GNPS/MassIVE	232.1184	3
GNPS/MassIVE	232.1189	5
GNPS/MassIVE	232.119	1
GNPS/MassIVE	232.1191	2
GNPS/MassIVE	232.1192	36
GNPS/MassIVE	232.1193	322
GNPS/MassIVE	232.1194	300
GNPS/MassIVE	232.1195	41
GNPS/MassIVE	232.1196	5
GNPS/MassIVE	232.12	3
GNPS/MassIVE	232.1283	4
GNPS/MassIVE	232.1285	1
GNPS/MassIVE	232.1287	3
GNPS/MassIVE	232.1289	4
GNPS/MassIVE	232.129	4
GNPS/MassIVE	232.1291	9
GNPS/MassIVE	232.1293	2
GNPS/MassIVE	232.1294	4
GNPS/MassIVE	232.1296	4
GNPS/MassIVE	232.1299	2
GNPS/MassIVE	232.13	429
GNPS/MassIVE	232.1322	2
GNPS/MassIVE	232.1323	1
GNPS/MassIVE	232.1324	5
GNPS/MassIVE	232.1325	9
GNPS/MassIVE	232.1326	5
GNPS/MassIVE	232.1327	5
GNPS/MassIVE	232.1328	8
GNPS/MassIVE	232.1329	7
GNPS/MassIVE	232.133	2
GNPS/MassIVE	232.1362	10
GNPS/MassIVE	232.1367	5
GNPS/MassIVE	232.1368	2
GNPS/MassIVE	232.1369	4
GNPS/MassIVE	232.1397	1
GNPS/MassIVE	232.14	2
GNPS/MassIVE	232.1404	2
GNPS/MassIVE	232.1405	1
GNPS/MassIVE	232.1457	1
GNPS/MassIVE	232.15	288
GNPS/MassIVE	232.1525	2
GNPS/MassIVE	232.1526	1
GNPS/MassIVE	232.153	4
GNPS/MassIVE	232.1531	26
GNPS/MassIVE	232.1532	123
GNPS/MassIVE	232.1533	230
GNPS/MassIVE	232.1534	222
GNPS/MassIVE	232.1535	113
GNPS/MassIVE	232.1536	192
GNPS/MassIVE	232.1537	519
GNPS/MassIVE	232.1538	953
GNPS/MassIVE	232.1539	948
GNPS/MassIVE	232.154	1477
GNPS/MassIVE	232.1541	2562
GNPS/MassIVE	232.1542	5019
GNPS/MassIVE	232.1543	13168
GNPS/MassIVE	232.1544	13384
GNPS/MassIVE	232.1545	6301
GNPS/MassIVE	232.1546	4123
GNPS/MassIVE	232.1547	2579
GNPS/MassIVE	232.1548	1345
GNPS/MassIVE	232.1549	539
GNPS/MassIVE	232.155	336
GNPS/MassIVE	232.1551	149
GNPS/MassIVE	232.1552	42
GNPS/MassIVE	232.1553	17
GNPS/MassIVE	232.1554	5
GNPS/MassIVE	232.1555	2
GNPS/MassIVE	232.1556	1
GNPS/MassIVE	232.16	3
GNPS/MassIVE	232.1653	1
GNPS/MassIVE	232.1655	2
GNPS/MassIVE	232.1656	7
GNPS/MassIVE	232.1657	1
GNPS/MassIVE	232.1716	1
GNPS/MassIVE	232.1718	1
GNPS/MassIVE	232.1731	3
GNPS/MassIVE	232.1732	4
GNPS/MassIVE	232.1733	15
GNPS/MassIVE	232.1734	9
GNPS/MassIVE	232.1735	6
GNPS/MassIVE	232.1736	3
GNPS/MassIVE	232.1737	1
GNPS/MassIVE	232.1738	3
GNPS/MassIVE	232.1741	1
GNPS/MassIVE	232.1857	1
GNPS/MassIVE	232.1858	4
GNPS/MassIVE	232.1859	68
GNPS/MassIVE	232.186	266
GNPS/MassIVE	232.1861	312
GNPS/MassIVE	232.1862	326
GNPS/MassIVE	232.1863	184
GNPS/MassIVE	232.1864	4
GNPS/MassIVE	232.1907	2
GNPS/MassIVE	232.1908	2
GNPS/MassIVE	232.1973	2
GNPS/MassIVE	232.1974	6
GNPS/MassIVE	232.25	11
GNPS/MassIVE	232.928	2
GNPS/MassIVE	232.9834	6
GNPS/MassIVE	232.9844	4
GNPS/MassIVE	233.0441	1
GNPS/MassIVE	233.0443	1
GNPS/MassIVE	233.0515	2
GNPS/MassIVE	233.0782	4
GNPS/MassIVE	233.0784	5
GNPS/MassIVE	233.0785	20
GNPS/MassIVE	233.0786	57
GNPS/MassIVE	233.0787	34
GNPS/MassIVE	233.0788	27
GNPS/MassIVE	233.0789	14
GNPS/MassIVE	233.0792	2
GNPS/MassIVE	233.0911	2
GNPS/MassIVE	233.0912	2
GNPS/MassIVE	233.0915	6
GNPS/MassIVE	233.0916	4
GNPS/MassIVE	233.0917	20
GNPS/MassIVE	233.0918	32
GNPS/MassIVE	233.0919	48
GNPS/MassIVE	233.092	54
GNPS/MassIVE	233.0921	58
GNPS/MassIVE	233.0922	54
GNPS/MassIVE	233.0923	132
GNPS/MassIVE	233.0924	122
GNPS/MassIVE	233.0925	120
GNPS/MassIVE	233.0926	52
GNPS/MassIVE	233.0927	24
GNPS/MassIVE	233.0928	2
GNPS/MassIVE	233.0999	2
GNPS/MassIVE	233.1125	2
GNPS/MassIVE	233.1133	4
GNPS/MassIVE	233.1134	1
GNPS/MassIVE	233.1151	4
GNPS/MassIVE	233.1163	4
GNPS/MassIVE	233.1164	2
GNPS/MassIVE	233.1172	2
GNPS/MassIVE	233.1242	7
GNPS/MassIVE	233.1243	3
GNPS/MassIVE	233.1244	4
GNPS/MassIVE	233.1245	2
GNPS/MassIVE	233.1443	3
GNPS/MassIVE	233.1476	2
GNPS/MassIVE	233.1488	1
GNPS/MassIVE	233.1489	2
GNPS/MassIVE	233.1492	12
GNPS/MassIVE	233.1493	6
GNPS/MassIVE	233.1494	3
GNPS/MassIVE	233.1495	14
GNPS/MassIVE	233.1496	14
GNPS/MassIVE	233.1497	5
GNPS/MassIVE	233.1498	3
GNPS/MassIVE	233.1499	2
GNPS/MassIVE	233.15	4
GNPS/MassIVE	233.1501	1
GNPS/MassIVE	233.1504	1
GNPS/MassIVE	233.1505	1
GNPS/MassIVE	233.1568	3
GNPS/MassIVE	233.157	1
GNPS/MassIVE	233.1571	3
GNPS/MassIVE	233.1572	3
GNPS/MassIVE	233.1574	2
GNPS/MassIVE	233.1575	2
GNPS/MassIVE	233.1576	3
GNPS/MassIVE	233.1577	5
GNPS/MassIVE	233.1578	4
GNPS/MassIVE	233.1583	1
GNPS/MassIVE	233.1591	1
GNPS/MassIVE	233.1593	1
GNPS/MassIVE	234.0748	2
GNPS/MassIVE	234.0964	2
GNPS/MassIVE	234.0965	4
GNPS/MassIVE	234.0969	4
GNPS/MassIVE	234.097	2
GNPS/MassIVE	234.0971	10
GNPS/MassIVE	234.0972	2
GNPS/MassIVE	234.0978	2
GNPS/MassIVE	234.1231	1
GNPS/MassIVE	234.1232	4
GNPS/MassIVE	234.1233	3
GNPS/MassIVE	234.1234	1
GNPS/MassIVE	234.1339	1
GNPS/MassIVE	234.134	1
GNPS/MassIVE	234.1342	1
GNPS/MassIVE	234.1417	1
GNPS/MassIVE	234.142	1
GNPS/MassIVE	234.1578	1
GNPS/MassIVE	234.1585	1
GNPS/MassIVE	234.1586	1
GNPS/MassIVE	234.1587	5
GNPS/MassIVE	234.1588	1
GNPS/MassIVE	234.1589	1
GNPS/MassIVE	234.1611	2
GNPS/MassIVE	234.1612	1
GNPS/MassIVE	234.1613	1
GNPS/MassIVE	234.6592	1
GNPS/MassIVE	235.0794	2
GNPS/MassIVE	235.0798	2
GNPS/MassIVE	235.0799	10
GNPS/MassIVE	235.08	18
GNPS/MassIVE	235.0801	14
GNPS/MassIVE	235.0802	2
GNPS/MassIVE	235.1074	2
GNPS/MassIVE	235.1076	2
GNPS/MassIVE	235.1077	4
GNPS/MassIVE	235.1078	6
GNPS/MassIVE	235.108	4
GNPS/MassIVE	235.1081	4
GNPS/MassIVE	235.1083	6
GNPS/MassIVE	235.1084	2
GNPS/MassIVE	235.1085	4
GNPS/MassIVE	235.1086	6
GNPS/MassIVE	235.1087	2
GNPS/MassIVE	235.109	2
GNPS/MassIVE	235.6671	1
GNPS/MassIVE	236.1677	3
GNPS/MassIVE	236.1678	2
GNPS/MassIVE	236.1679	3
GNPS/MassIVE	236.168	1
GNPS/MassIVE	236.193	2
GNPS/MassIVE	236.1932	1
GNPS/MassIVE	236.605	1
GNPS/MassIVE	236.6051	1
GNPS/MassIVE	236.6052	4
GNPS/MassIVE	236.6053	8
GNPS/MassIVE	236.6054	15
GNPS/MassIVE	236.6055	14
GNPS/MassIVE	236.6056	16
GNPS/MassIVE	236.6057	13
GNPS/MassIVE	236.6058	6
GNPS/MassIVE	236.6059	3
GNPS/MassIVE	236.606	3
GNPS/MassIVE	236.6364	1
GNPS/MassIVE	236.6367	1
GNPS/MassIVE	236.6368	7
GNPS/MassIVE	236.6369	13
GNPS/MassIVE	236.637	8
