tissue	time	Metabolite	Abundance	carbons	unsaturations	hydroxy	SpecMZ	carbons_length	even_odd	RelAbundance
Brain	8	79405_CAR C22:4	19417.305	22	4	0	476.372	very long	even	73.87182691779827
Brain	12	79405_CAR C22:4	7332.262	22	4	0	476.372	very long	even	27.895096120700035
Brain	16	79405_CAR C22:4	13837.779	22	4	0	476.372	very long	even	52.64489666381321
Brain	20	79405_CAR C22:4	23590.016	22	4	0	476.372	very long	even	89.74662441260988
Brain	0	81327_CAR C18:0	743225.3	18	0	0	428.373	long	even	93.39512834318235
Brain	4	81327_CAR C18:0	795785.94	18	0	0	428.373	long	even	100.0
Brain	8	81327_CAR C18:0	795343.1	18	0	0	428.373	long	even	99.94435186929792
Brain	12	81327_CAR C18:0	585709.44	18	0	0	428.373	long	even	73.60138079343297
Brain	16	81327_CAR C18:0	394346.7	18	0	0	428.373	long	even	49.55436885451885
Brain	20	81327_CAR C18:0	587149.4	18	0	0	428.373	long	even	73.78232895142631
Brain	0	84509_CAR C20:1	96495.55	20	1	0	454.389	long	even	100.0
Brain	4	84509_CAR C20:1	82345.91	20	1	0	454.389	long	even	85.33648442855655
Brain	8	84509_CAR C20:1	93185.74	20	1	0	454.389	long	even	96.56998690613194
Brain	12	84509_CAR C20:1	64064.523	20	1	0	454.389	long	even	66.39116829739817
Brain	16	84509_CAR C20:1	40473.02	20	1	0	454.389	long	even	41.94288752175618
Brain	20	84509_CAR C20:1	89269.46	20	1	0	454.389	long	even	92.51147850859445
CecalConts	0	30866_CAR C12:3;O2	9217.824	12	3	2	370.222	medium	even	71.86329777443272
CecalConts	4	30866_CAR C12:3;O2	8970.316	12	3	2	370.222	medium	even	69.933694746044
CecalConts	8	30866_CAR C12:3;O2	10439.207	12	3	2	370.222	medium	even	81.3853509429061
CecalConts	12	30866_CAR C12:3;O2	12826.887	12	3	2	370.222	medium	even	100.0
CecalConts	16	30866_CAR C12:3;O2	5965.4712	12	3	2	370.222	medium	even	46.5075524560246
CecalConts	20	30866_CAR C12:3;O2	10152.197	12	3	2	370.222	medium	even	79.14778542915361
CecalConts	0	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
CecalConts	4	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
CecalConts	8	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
CecalConts	12	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
CecalConts	16	35895_CAR C14:4;O2	0.0	14	4	2	396.238	long	even	0.0
CecalConts	20	35895_CAR C14:4;O2	99.137695	14	4	2	396.238	long	even	100.0
CecalConts	0	5016_CAR C4:1;O2	5592.173	4	1	2	262.129	short	even	42.725583260279834
CecalConts	4	5016_CAR C4:1;O2	7085.0674	4	1	2	262.129	short	even	54.131665294223616
CecalConts	8	5016_CAR C4:1;O2	5468.5557	4	1	2	262.129	short	even	41.781116548759826
CecalConts	12	5016_CAR C4:1;O2	13088.582	4	1	2	262.129	short	even	100.0
CecalConts	16	5016_CAR C4:1;O2	0.0	4	1	2	262.129	short	even	0.0
CecalConts	20	5016_CAR C4:1;O2	5365.9834	4	1	2	262.129	short	even	40.99743883638426
CecalConts	0	61171_CAR C16:1;O2	6269.332	16	1	2	430.316	long	even	100.0
CecalConts	4	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
CecalConts	8	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
CecalConts	12	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
CecalConts	16	61171_CAR C16:1;O2	4837.46785	16	1	2	430.316	long	even	77.16081793084174
CecalConts	20	61171_CAR C16:1;O2	5796.6357	16	1	2	430.316	long	even	92.46018076567009
CecalConts	0	61490_CAR C19:0;O3	890.6207	19	0	3	490.374	long	odd	26.066497701776225
CecalConts	4	61490_CAR C19:0;O3	595.84924	19	0	3	490.374	long	odd	17.43918914647404
CecalConts	8	61490_CAR C19:0;O3	0.0	19	0	3	490.374	long	odd	0.0
CecalConts	12	61490_CAR C19:0;O3	3416.7256	19	0	3	490.374	long	odd	100.0
CecalConts	16	61490_CAR C19:0;O3	1557.61715	19	0	3	490.374	long	odd	45.58800829659835
CecalConts	20	61490_CAR C19:0;O3	396.60635	19	0	3	490.374	long	odd	11.607790511476836
CecalConts	0	61609_CAR C18:0;O2	699.54846	18	0	2	460.363	long	even	100.0
CecalConts	4	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
CecalConts	8	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
CecalConts	12	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
CecalConts	16	61609_CAR C18:0;O2	637.9052	18	0	2	460.363	long	even	91.18813584408436
CecalConts	20	61609_CAR C18:0;O2	0.0	18	0	2	460.363	long	even	0.0
CecalConts	0	62373_CAR C16:0;O	6723.648	16	0	1	416.337	long	even	82.84633101040136
CecalConts	4	62373_CAR C16:0;O	8115.8066	16	0	1	416.337	long	even	100.0
CecalConts	8	62373_CAR C16:0;O	2937.8538	16	0	1	416.337	long	even	36.19915979762258
CecalConts	12	62373_CAR C16:0;O	3696.9587	16	0	1	416.337	long	even	45.55257267959047
CecalConts	16	62373_CAR C16:0;O	6232.3015	16	0	1	416.337	long	even	76.79213918182822
CecalConts	20	62373_CAR C16:0;O	5580.606	16	0	1	416.337	long	even	68.76218563414264
CecalConts	0	64258_CAR C18:2;O2	28948.486	18	2	2	456.332	long	even	74.31132771279282
CecalConts	4	64258_CAR C18:2;O2	38955.684	18	2	2	456.332	long	even	100.0
CecalConts	8	64258_CAR C18:2;O2	0.0	18	2	2	456.332	long	even	0.0
CecalConts	12	64258_CAR C18:2;O2	0.0	18	2	2	456.332	long	even	0.0
CecalConts	16	64258_CAR C18:2;O2	26705.588	18	2	2	456.332	long	even	68.55376483698758
CecalConts	20	64258_CAR C18:2;O2	20849.38	18	2	2	456.332	long	even	53.52076477466036
CecalConts	0	64789_CAR C21:4;O2	19224.799	21	4	2	494.348	long	odd	35.550267494289244
CecalConts	4	64789_CAR C21:4;O2	54077.79	21	4	2	494.348	long	odd	100.0
CecalConts	8	64789_CAR C21:4;O2	30980.398	21	4	2	494.348	long	odd	57.28858002518224
CecalConts	12	64789_CAR C21:4;O2	24784.385	21	4	2	494.348	long	odd	45.83098717606618
CecalConts	16	64789_CAR C21:4;O2	21374.2265	21	4	2	494.348	long	odd	39.5249630208631
CecalConts	20	64789_CAR C21:4;O2	16080.427	21	4	2	494.348	long	odd	29.735732543804026
CecalConts	0	65458_CAR C18:1;O	36000.047	18	1	1	442.353	long	even	36.49033108850516
CecalConts	4	65458_CAR C18:1;O	98656.4	18	1	1	442.353	long	even	100.0
CecalConts	8	65458_CAR C18:1;O	30637.027	18	1	1	442.353	long	even	31.054272201296623
CecalConts	12	65458_CAR C18:1;O	50262.83	18	1	1	442.353	long	even	50.94735871164973
CecalConts	16	65458_CAR C18:1;O	33455.3375	18	1	1	442.353	long	even	33.910965228814355
CecalConts	20	65458_CAR C18:1;O	25529.898	18	1	1	442.353	long	even	25.877589289696363
CecalConts	0	67785_CAR C16:3	338.07568	16	3	0	394.295	long	even	14.671548913194425
CecalConts	4	67785_CAR C16:3	1629.9829	16	3	0	394.295	long	even	70.73674700593813
CecalConts	8	67785_CAR C16:3	1986.1622	16	3	0	394.295	long	even	86.19394292673714
CecalConts	12	67785_CAR C16:3	2304.2944	16	3	0	394.295	long	even	100.0
CecalConts	16	67785_CAR C16:3	277.157275	16	3	0	394.295	long	even	12.02785872326036
CecalConts	20	67785_CAR C16:3	295.42065	16	3	0	394.295	long	even	12.820438655755098
CecalConts	0	70150_CAR C16:2	14701.398	16	2	0	396.313	long	even	53.43640854246973
CecalConts	4	70150_CAR C16:2	26257.043	16	2	0	396.313	long	even	95.43868391735228
CecalConts	8	70150_CAR C16:2	27511.95	16	2	0	396.313	long	even	100.0
CecalConts	12	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
CecalConts	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
CecalConts	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
CecalConts	0	7061_CAR C2:0	0.0	2	0	0	204.123	short	even	0.0
CecalConts	4	7061_CAR C2:0	4437.2817	2	0	0	204.123	short	even	39.22646901623927
CecalConts	8	7061_CAR C2:0	5674.0186	2	0	0	204.123	short	even	50.159473717989414
CecalConts	12	7061_CAR C2:0	11311.958	2	0	0	204.123	short	even	100.0
CecalConts	16	7061_CAR C2:0	1318.9641	2	0	0	204.123	short	even	11.659909805181384
CecalConts	20	7061_CAR C2:0	0.0	2	0	0	204.123	short	even	0.0
CecalConts	0	74910_CAR C18:2	0.0	18	2	0	424.342	long	even	0.0
CecalConts	4	74910_CAR C18:2	0.0	18	2	0	424.342	long	even	0.0
CecalConts	8	74910_CAR C18:2	25871.213	18	2	0	424.342	long	even	94.56282661390013
CecalConts	12	74910_CAR C18:2	27358.756	18	2	0	424.342	long	even	100.0
CecalConts	16	74910_CAR C18:2	0.0	18	2	0	424.342	long	even	0.0
CecalConts	20	74910_CAR C18:2	0.0	18	2	0	424.342	long	even	0.0
CecalConts	0	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
CecalConts	4	75339_CAR C22:5	712.1749	22	5	0	474.358	very long	even	17.208365077627636
CecalConts	8	75339_CAR C22:5	783.5237	22	5	0	474.358	very long	even	18.932374444218116
CecalConts	12	75339_CAR C22:5	4138.539	22	5	0	474.358	very long	even	100.0
CecalConts	16	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
CecalConts	20	75339_CAR C22:5	584.1798	22	5	0	474.358	very long	even	14.115604564799316
CecalConts	0	75747_CAR C20:5	283.82953	20	5	0	446.326	long	even	3.245592120000773
CecalConts	4	75747_CAR C20:5	897.35046	20	5	0	446.326	long	even	10.26120707685021
CecalConts	8	75747_CAR C20:5	2344.3276	20	5	0	446.326	long	even	26.807398036632502
CecalConts	12	75747_CAR C20:5	8745.077	20	5	0	446.326	long	even	100.0
CecalConts	16	75747_CAR C20:5	775.62485	20	5	0	446.326	long	even	8.869274107020443
CecalConts	20	75747_CAR C20:5	266.8717	20	5	0	446.326	long	even	3.051679247649849
CecalConts	0	76018_CAR C18:3	6431.8125	18	3	0	422.326	long	even	31.561020610702943
CecalConts	4	76018_CAR C18:3	20378.975	18	3	0	422.326	long	even	100.0
CecalConts	8	76018_CAR C18:3	6984.3057	18	3	0	422.326	long	even	34.27211476534026
CecalConts	12	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
CecalConts	16	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
CecalConts	20	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
CecalConts	0	76061_CAR C16:0	0.0	16	0	0	400.342	long	even	0.0
CecalConts	4	76061_CAR C16:0	0.0	16	0	0	400.342	long	even	0.0
CecalConts	8	76061_CAR C16:0	58097.59	16	0	0	400.342	long	even	55.44486111464349
CecalConts	12	76061_CAR C16:0	104784.445	16	0	0	400.342	long	even	100.0
CecalConts	16	76061_CAR C16:0	0.0	16	0	0	400.342	long	even	0.0
CecalConts	20	76061_CAR C16:0	0.0	16	0	0	400.342	long	even	0.0
CecalConts	0	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
CecalConts	4	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
CecalConts	8	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
CecalConts	12	76574_CAR C20:4	13148.542	20	4	0	448.342	long	even	100.0
CecalConts	16	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
CecalConts	20	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
CecalConts	0	7709_CAR C4:0	11929.463	4	0	0	232.154	short	even	100.0
CecalConts	4	7709_CAR C4:0	3470.035	4	0	0	232.154	short	even	29.087939666689106
CecalConts	8	7709_CAR C4:0	0.0	4	0	0	232.154	short	even	0.0
CecalConts	12	7709_CAR C4:0	7065.4365	4	0	0	232.154	short	even	59.22677743331782
CecalConts	16	7709_CAR C4:0	2036.8518	4	0	0	232.154	short	even	17.074128148098534
CecalConts	20	7709_CAR C4:0	0.0	4	0	0	232.154	short	even	0.0
CecalConts	0	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
CecalConts	4	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
CecalConts	8	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
CecalConts	12	78774_CAR C20:2	9503.616	20	2	0	452.373	long	even	100.0
CecalConts	16	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
CecalConts	20	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
CecalConts	0	78989_CAR C20:3	15328.709	20	3	0	450.358	long	even	96.32908762575367
CecalConts	4	78989_CAR C20:3	15912.856	20	3	0	450.358	long	even	100.0
CecalConts	8	78989_CAR C20:3	8315.326	20	3	0	450.358	long	even	52.25539651713055
CecalConts	12	78989_CAR C20:3	12290.377	20	3	0	450.358	long	even	77.23551950699485
CecalConts	16	78989_CAR C20:3	5127.7973999999995	20	3	0	450.358	long	even	32.22424308998962
CecalConts	20	78989_CAR C20:3	6053.425	20	3	0	450.358	long	even	38.04109708527495
CecalConts	0	79405_CAR C22:4	3674.872	22	4	0	476.372	very long	even	68.88596160738233
CecalConts	4	79405_CAR C22:4	3319.8901	22	4	0	476.372	very long	even	62.231778948852835
CecalConts	8	79405_CAR C22:4	5334.7183	22	4	0	476.372	very long	even	100.0
CecalConts	12	79405_CAR C22:4	4321.457	22	4	0	476.372	very long	even	81.00628293718901
CecalConts	16	79405_CAR C22:4	262.0774	22	4	0	476.372	very long	even	4.912675520280049
CecalConts	20	79405_CAR C22:4	2079.2437	22	4	0	476.372	very long	even	38.97569811699335
CecalConts	0	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
CecalConts	4	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
CecalConts	8	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
CecalConts	12	79857_CAR C22:2	9942.444	22	2	0	480.405	very long	even	100.0
CecalConts	16	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
CecalConts	20	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
CecalConts	0	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
CecalConts	4	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
CecalConts	8	81327_CAR C18:0	79780.22	18	0	0	428.373	long	even	98.80006182107653
CecalConts	12	81327_CAR C18:0	80749.16	18	0	0	428.373	long	even	100.0
CecalConts	16	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
CecalConts	20	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
Cecum	0	14386_CAR C6:0;O	8192.521	6	0	1	276.181	short	even	67.67285920958965
Cecum	4	14386_CAR C6:0;O	10708.209	6	0	1	276.181	short	even	88.45325145261887
Cecum	8	14386_CAR C6:0;O	10630.556	6	0	1	276.181	short	even	87.81181268960536
Cecum	12	14386_CAR C6:0;O	12106.066	6	0	1	276.181	short	even	100.0
Cecum	16	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Cecum	20	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Cecum	0	17059_CAR C5:0	405584.06	5	0	0	246.17	short	odd	71.55317239470324
Cecum	4	17059_CAR C5:0	478230.75	5	0	0	246.17	short	odd	84.36950727106539
Cecum	8	17059_CAR C5:0	566828.9	5	0	0	246.17	short	odd	100.0
Cecum	12	17059_CAR C5:0	509229.9	5	0	0	246.17	short	odd	89.83837980032423
Cecum	16	17059_CAR C5:0	303854.62	5	0	0	246.17	short	odd	53.60605643078537
Cecum	20	17059_CAR C5:0	480763.06	5	0	0	246.17	short	odd	84.81625760436702
Cecum	0	25943_CAR C6:0	7477.5723	6	0	0	260.186	short	even	89.50604631287133
Cecum	4	25943_CAR C6:0	4247.473	6	0	0	260.186	short	even	50.841971136898344
Cecum	8	25943_CAR C6:0	3703.818	6	0	0	260.186	short	even	44.33445671163173
Cecum	12	25943_CAR C6:0	8354.265	6	0	0	260.186	short	even	100.0
Cecum	16	25943_CAR C6:0	0.0	6	0	0	260.186	short	even	0.0
Cecum	20	25943_CAR C6:0	6961.5654	6	0	0	260.186	short	even	83.32947781761771
Cecum	0	47332_CAR C10:0;O	0.0	10	0	1	332.243	medium	even	0.0
Cecum	4	47332_CAR C10:0;O	0.0	10	0	1	332.243	medium	even	0.0
Cecum	8	47332_CAR C10:0;O	1293.3158	10	0	1	332.243	medium	even	60.08833848876586
Cecum	12	47332_CAR C10:0;O	2152.3574	10	0	1	332.243	medium	even	100.0
Cecum	16	47332_CAR C10:0;O	0.0	10	0	1	332.243	medium	even	0.0
Cecum	20	47332_CAR C10:0;O	0.0	10	0	1	332.243	medium	even	0.0
Cecum	0	58797_CAR C12:0;O	0.0	12	0	1	360.274	medium	even	0.0
Cecum	4	58797_CAR C12:0;O	2815.0725	12	0	1	360.274	medium	even	53.90342153448462
Cecum	8	58797_CAR C12:0;O	4772.0483	12	0	1	360.274	medium	even	91.3758814729712
Cecum	12	58797_CAR C12:0;O	5222.4375	12	0	1	360.274	medium	even	100.0
Cecum	16	58797_CAR C12:0;O	0.0	12	0	1	360.274	medium	even	0.0
Cecum	20	58797_CAR C12:0;O	815.2792	12	0	1	360.274	medium	even	15.61108581960052
Cecum	0	64789_CAR C21:4;O2	942.05286	21	4	2	494.348	long	odd	49.03405265514126
Cecum	4	64789_CAR C21:4;O2	1045.2656	21	4	2	494.348	long	odd	54.406297826013514
Cecum	8	64789_CAR C21:4;O2	877.1876	21	4	2	494.348	long	odd	45.65780201212593
Cecum	12	64789_CAR C21:4;O2	1921.2217	21	4	2	494.348	long	odd	100.0
Cecum	16	64789_CAR C21:4;O2	1147.3842	21	4	2	494.348	long	odd	59.72159277609658
Cecum	20	64789_CAR C21:4;O2	287.35138	21	4	2	494.348	long	odd	14.956700728499994
Cecum	0	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Cecum	4	66675_CAR C14:0;O	22963.387	14	0	1	388.306	long	even	83.3750673646338
Cecum	8	66675_CAR C14:0;O	25376.65	14	0	1	388.306	long	even	92.13710082222342
Cecum	12	66675_CAR C14:0;O	27542.271	14	0	1	388.306	long	even	100.0
Cecum	16	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Cecum	20	66675_CAR C14:0;O	12717.005	14	0	1	388.306	long	even	46.17268125783818
Cecum	0	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Cecum	4	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Cecum	8	67785_CAR C16:3	299.40018	16	3	0	394.295	long	even	100.0
Cecum	12	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Cecum	16	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Cecum	20	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Cecum	0	70150_CAR C16:2	52364.316	16	2	0	396.313	long	even	68.76766704694136
Cecum	4	70150_CAR C16:2	76146.71	16	2	0	396.313	long	even	100.0
Cecum	8	70150_CAR C16:2	46912.58	16	2	0	396.313	long	even	61.608150897130024
Cecum	12	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Cecum	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Cecum	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Cecum	0	7061_CAR C2:0	503539.28	2	0	0	204.123	short	even	91.03325166289953
Cecum	4	7061_CAR C2:0	387130.2	2	0	0	204.123	short	even	69.98802739462276
Cecum	8	7061_CAR C2:0	370647.44	2	0	0	204.123	short	even	67.00816207174434
Cecum	12	7061_CAR C2:0	520519.2	2	0	0	204.123	short	even	94.10299694786697
Cecum	16	7061_CAR C2:0	348738.12	2	0	0	204.123	short	even	63.047246368558284
Cecum	20	7061_CAR C2:0	553137.75	2	0	0	204.123	short	even	100.0
Cecum	0	71894_CAR C18:2;O	23164.047	18	2	1	440.337	long	even	72.84558609916326
Cecum	4	71894_CAR C18:2;O	31798.834	18	2	1	440.337	long	even	100.0
Cecum	8	71894_CAR C18:2;O	20815.652	18	2	1	440.337	long	even	65.4604253728297
Cecum	12	71894_CAR C18:2;O	31186.072	18	2	1	440.337	long	even	98.07300481520801
Cecum	16	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Cecum	20	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Cecum	0	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Cecum	4	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Cecum	8	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Cecum	12	72533_CAR C14:0	91107.84	14	0	0	372.311	long	even	100.0
Cecum	16	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Cecum	20	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Cecum	0	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Cecum	4	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Cecum	8	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Cecum	12	73409_CAR C18:1;O	150279.2	18	1	1	442.353	long	even	100.0
Cecum	16	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Cecum	20	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Cecum	0	74094_CAR C22:6	0.0	22	6	0	472.342	very long	even	0.0
Cecum	4	74094_CAR C22:6	23588.32	22	6	0	472.342	very long	even	86.01120150527042
Cecum	8	74094_CAR C22:6	17410.773	22	6	0	472.342	very long	even	63.48572110542513
Cecum	12	74094_CAR C22:6	27424.707	22	6	0	472.342	very long	even	100.0
Cecum	16	74094_CAR C22:6	0.0	22	6	0	472.342	very long	even	0.0
Cecum	20	74094_CAR C22:6	0.0	22	6	0	472.342	very long	even	0.0
Cecum	0	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Cecum	4	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Cecum	8	74520_CAR C15:0	35930.016	15	0	0	386.327	long	odd	84.58448156774784
Cecum	12	74520_CAR C15:0	42478.26	15	0	0	386.327	long	odd	100.0
Cecum	16	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Cecum	20	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Cecum	0	74910_CAR C18:2	96444.695	18	2	0	424.342	long	even	47.192350846597584
Cecum	4	74910_CAR C18:2	136022.36	18	2	0	424.342	long	even	66.55850729894682
Cecum	8	74910_CAR C18:2	130901.234	18	2	0	424.342	long	even	64.05263618886003
Cecum	12	74910_CAR C18:2	204365.1	18	2	0	424.342	long	even	100.0
Cecum	16	74910_CAR C18:2	79574.52	18	2	0	424.342	long	even	38.937431097579775
Cecum	20	74910_CAR C18:2	88919.305	18	2	0	424.342	long	even	43.510024461123734
Cecum	0	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Cecum	4	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Cecum	8	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Cecum	12	75130_CAR C20:2;O	20149.652	20	2	1	468.368	long	even	100.0
Cecum	16	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Cecum	20	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Cecum	0	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Cecum	4	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Cecum	8	75339_CAR C22:5	2342.8647	22	5	0	474.358	very long	even	27.18279168425393
Cecum	12	75339_CAR C22:5	8618.926	22	5	0	474.358	very long	even	100.0
Cecum	16	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Cecum	20	75339_CAR C22:5	0.0	22	5	0	474.358	very long	even	0.0
Cecum	0	75747_CAR C20:5	12690.916	20	5	0	446.326	long	even	75.09940336676681
Cecum	4	75747_CAR C20:5	16898.824	20	5	0	446.326	long	even	100.0
Cecum	8	75747_CAR C20:5	12440.415	20	5	0	446.326	long	even	73.61704577786004
Cecum	12	75747_CAR C20:5	15824.794	20	5	0	446.326	long	even	93.64435063647032
Cecum	16	75747_CAR C20:5	12252.162	20	5	0	446.326	long	even	72.50304518231565
Cecum	20	75747_CAR C20:5	0.0	20	5	0	446.326	long	even	0.0
Cecum	0	76018_CAR C18:3	1888.4115	18	3	0	422.326	long	even	14.705440543783382
Cecum	4	76018_CAR C18:3	7568.167	18	3	0	422.326	long	even	58.93484012564182
Cecum	8	76018_CAR C18:3	5884.0586	18	3	0	422.326	long	even	45.82034895383622
Cecum	12	76018_CAR C18:3	12841.584	18	3	0	422.326	long	even	100.0
Cecum	16	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
Cecum	20	76018_CAR C18:3	3816.3052	18	3	0	422.326	long	even	29.718336927905465
Cecum	0	76061_CAR C16:0	403103.4	16	0	0	400.342	long	even	27.909802593297993
Cecum	4	76061_CAR C16:0	553147.1	16	0	0	400.342	long	even	38.298427564876064
Cecum	8	76061_CAR C16:0	830757.56	16	0	0	400.342	long	even	57.51943422578404
Cecum	12	76061_CAR C16:0	1444307.6	16	0	0	400.342	long	even	100.0
Cecum	16	76061_CAR C16:0	290755.66	16	0	0	400.342	long	even	20.13114519372466
Cecum	20	76061_CAR C16:0	426539.03	16	0	0	400.342	long	even	29.53242301016764
Cecum	0	76574_CAR C20:4	70563.984	20	4	0	448.342	long	even	40.05277858977451
Cecum	4	76574_CAR C20:4	136167.55	20	4	0	448.342	long	even	77.2899774375275
Cecum	8	76574_CAR C20:4	125672.18	20	4	0	448.342	long	even	71.33270707099373
Cecum	12	76574_CAR C20:4	176177.5	20	4	0	448.342	long	even	100.0
Cecum	16	76574_CAR C20:4	99087.02	20	4	0	448.342	long	even	56.24272111932568
Cecum	20	76574_CAR C20:4	68281.414	20	4	0	448.342	long	even	38.75717046728442
Cecum	0	76708_CAR C18:0;O	49866.64	18	0	1	444.368	long	even	28.469861904158627
Cecum	4	76708_CAR C18:0;O	105332.97	18	0	1	444.368	long	even	60.1366988001374
Cecum	8	76708_CAR C18:0;O	121298.69	18	0	1	444.368	long	even	69.25184759701771
Cecum	12	76708_CAR C18:0;O	175155.89	18	0	1	444.368	long	even	100.0
Cecum	16	76708_CAR C18:0;O	66098.06	18	0	1	444.368	long	even	37.73670414394857
Cecum	20	76708_CAR C18:0;O	66120.555	18	0	1	444.368	long	even	37.74954698925625
Cecum	0	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Cecum	4	76865_CAR C16:0;O	65029.56	16	0	1	416.337	long	even	36.89033947624327
